sysCmSyncStatusSummary.0 ,sysCmSyncStatusStatus.0 ,sysCmSyncStatusColor.0 ,sysCmSyncStatusId.0 
 OCTET STRING- (ascii): Changes pending, OCTET STRING- (ascii): Changes Pending, 1, 2
